name;WoSline;author;title;journal;year
MIN_C(2013):189;744441;Min, C; DANBI: Dynamic Scheduling of Irregular Stream Programs for Many-Core Systems;INT CONFER PARA;2013
REN_S(2013):68;744524;Ren, SL; Optimizing Water Efficiency in Distributed Data Centers;*****;2013
TARPLEE_K(2013):401;744583;Tarplee, KM; Efficient and Scalable Computation of the Energy and Makespan Pareto Front for Heterogeneous Computing Systems;FED CONF COMPUT SCI;2013
FLUECKIG_S(2012)64:222;744653;Flueckiger, SM; Thermodynamic and kinetic investigation of a chemical reaction-based miniature heat pump;ENERG CONVERS MANAGE;2012
ABUALI_N(2012):386;744737;Abu Ali, N; Data Management for The Internet of Things: Green Directions;IEEE GLOBE WORK;2012
JOKONYA_O(2012):316;744806;Jokonya, O; Towards a Framework for Decision Making Regarding IT Adoption;*****;2012
ZHAO_H(2012)3:2195775;744901;Zhao, H; Spin-Transfer Torque Switching Above Ambient Temperature;IEEE MAGN LETT;2012
POZZEBON_M(2011)21:177;744994;Pozzebon, M; Unpacking researchers' creativity and imagination in grounded theorizing: An exemplar from IS research;INFORM ORGAN-UK;2011
DARGIE_W(2011):1064;745112;Dargie, W; Energy-Aware Service Execution;C LOCAL COMPUT NETW;2011
SONG_W(2011):976;745189;Song, WJ; Task scheduling of massive spatial data processing across distributed data centers: what's new?;INT C PAR DISTRIB SY;2011
WANG_S(2019)127:160;745308;Wang, SG; Edge server placement in mobile edge computing;J PARALLEL DISTR COM;2019
MOHIUDDI_I(2019)90:307;745394;Mohiuddin, I; Secure distributed adaptive bin packing algorithm for cloud storage;FUTURE GENER COMP SY;2019
ASLANPOU_M(2018)74:6470;745504;Aslanpour, MS; Resource provisioning for cloud applications: a 3-D, provident and flexible approach;J SUPERCOMPUT;2018
XIE_G(2018)14:5447;745598;Xie, GQ; Reliability Enhancement Toward Functional Safety Goal Assurance in Energy-Aware Automotive Cyber-Physical Systems;IEEE T IND INFORM;2018
SUAREZ-A_M(2018)18:s18113868;745711;Suarez-Albela, M; A Practical Evaluation on RSA and ECC-Based Cipher Suites for IoT High-Security Energy-Efficient Fog and Mist Computing Devices;SENSORS-BASEL;2018
SUN_W(2018)14:4692;745843;Sun, W; Double Auction-Based Resource Allocation for Mobile Edge Computing in Industrial Internet of Things;IEEE T IND INFORM;2018
YU_L(2018)6:1125;745930;Yu, L; Price-Sensitivity Aware Load Balancing for Geographically Distributed Internet Data Centers in Smart Grid Environment;IEEE T CLOUD COMPUT;2018
ALI_M(2018)14:4055;746248;Ali, M; Joint Cloudlet Selection and Latency Minimization in Fog Networks;IEEE T IND INFORM;2018
GAI_K(2018)70:12;746350;Gai, KK; Optimal resource allocation using reinforcement learning for IoT content-centric services;APPL SOFT COMPUT;2018
VEIGA_J(2018)86:565;746440;Veiga, J; BDEv 3.0: Energy efficiency and microarchitectural characterization of Big Data processing frameworks;FUTURE GENER COMP SY;2018
ASGHARI_S(2018)31:3708;746579;Asghari, S; Nature inspired meta-heuristic algorithms for solving the service composition problem in the cloud environments;INT J COMMUN SYST;2018
KUO_T(2018)26:1562;746770;Kuo, TW; Deploying Chains of Virtual Network Functions: On the Relation Between Link and Server Usage;IEEE ACM T NETWORK;2018
WANG_Z(2018)85:1;746872;Wang, Z; User mobility aware task assignment for Mobile Edge Computing;FUTURE GENER COMP SY;2018
GAI_K(2018)32:34;746971;Gai, KK; Reinforcement Learning-based Content-Centric Services in Mobile Sensing;IEEE NETWORK;2018
LI_Z(2018)11:713;747032;Li, ZJ; Cost and Energy Aware Scheduling Algorithm for Scientific Workflows with Deadline Constraint in Clouds;IEEE T SERV COMPUT;2018
MOKTADIR_M(2018)117:730;747151;Moktadir, MA; Assessing challenges for implementing Industry 4.0: Implications for process safety and environmental protection;PROCESS SAF ENVIRON;2018
HUH_J(2018)10:su10061919;747310;Huh, JH; Server Operation and Virtualization to Save Energy and Cost in Future Sustainable Computing;SUSTAINABILITY-BASEL;2018
TSENG_F(2018)12:1688;747393;Tseng, FH; Dynamic Resource Prediction and Allocation for Cloud Data Center Using the Multiobjective Genetic Algorithm;IEEE SYST J;2018
XIAO_L(2018)25:116;747497;Xiao, L; SECURITY IN MOBILE EDGE CACHING WITH REINFORCEMENT LEARNING;IEEE WIREL COMMUN;2018
ZHAO_H(2018)29:1385;747582;Zhao, H; Power-Aware and Performance-Guaranteed Virtual Machine Placement in the Cloud;IEEE T PARALL DISTR;2018
CARRARES_L(2018)183:87;747709;Carraresi, L; Emerging value chains within the bioeconomy: Structural changes in the case of phosphate recovery;J CLEAN PROD;2018
THAI_L(2018)82:1;747877;Thai, L; A survey and taxonomy of resource optimisation for executing bag-of-task applications on public clouds;FUTURE GENER COMP SY;2018
GILL_S(2018)26:361;748160;Gill, SS; BULLET: Particle Swarm Optimization Based Scheduling Technique for Provisioned Cloud Resources;J NETW SYST MANAG;2018
YIN_Z(2018)65:3077;748252;Yin, ZG; Research on Autodisturbance-Rejection Control of Induction Motors Based on an Ant Colony Optimization Algorithm;IEEE T IND ELECTRON;2018
GARCIA_A(2018)48:486;748357;Garcia, AL; Resource provisioning in Science Clouds: Requirements and challenges;SOFTWARE PRACT EXPER;2018
LAGEN_S(2018)66:1065;748488;Lagen, S; Energy Efficiency in Latency-Constrained Application Offloading From Mobile Clients to Multiple Virtual Machines;IEEE T SIGNAL PROCES;2018
LOPEZ-PI_F(2018)79:830;748589;Lopez-Pires, F; Virtual machine placement for elastic infrastructures in overbooked cloud computing datacenters under uncertainty;FUTURE GENER COMP SY;2018
SABER_T(2018)79:751;748683;Saber, T; VM reassignment in hybrid clouds for large decentralised companies: A multi-objective challenge;FUTURE GENER COMP SY;2018
DHAVALE_D(2018)89:324;748799;Dhavale, DG; Stochastic internal rate of return on investments in sustainable assets generating carbon credits;COMPUT OPER RES;2018
FAN_W(2018)6:22622;748901;Fan, WH; Computation Offloading Based on Cooperations of Mobile Edge Computing-Enabled Base Stations;IEEE ACCESS;2018
MELHEM_S(2018)6:7190;748980;Melhem, SB; Markov Prediction Model for Host Load Detection and VM Placement in Live Migration;IEEE ACCESS;2018
WANG_H(2018)6:15259;749199;Wang, H; Energy-Aware Dynamic Virtual Machine Consolidation for Cloud Datacenters;IEEE ACCESS;2018
XU_W(2018)6:10151;749260;Xu, WZ; A Novel Data Reuse Method to Reduce Demand on Memory Bandwidth and Power Consumption For True Motion Estimation;IEEE ACCESS;2018
YANG_X(2018)6:16665;749347;Yang, X; Communication-Constrained Mobile Edge Computing Systems for Wireless Virtual Reality: Scheduling and Tradeoff;IEEE ACCESS;2018
ZHANG_C(2018)6:73520;749433;Zhang, C; A Density-Based Offloading Strategy for IoT Devices in Edge Computing Systems;IEEE ACCESS;2018
CHEN_H(2017)141:304;749523;Chen, H; Energy saving evaluation of a novel energy system based on spray cooling for supercomputer center;ENERGY;2017
JARARWEH_Y(2017)21:1067;749619;Jararweh, Y; Delay-aware power optimization model for mobile edge computing systems;PERS UBIQUIT COMPUT;2017
KHALEDUZ_S(2017)115:77;749717;Khaleduzzaman, SS; Experimental analysis of energy and friction factor for titanium dioxide nanofluid in a water block heat sink;INT J HEAT MASS TRAN;2017
LIU_Y(2017)14:ijerph14121593;749810;Liu, YW; Integrating Norm Activation Model and Theory of Planned Behavior to Understand Sustainable Transport Behavior: Evidence from China;INT J ENV RES PUB HE;2017
RAMIREZ-_R(2017)15:415;750099;Ramirez-Velarde, R; Adaptive Resource Allocation with Job Runtime Uncertainty;J GRID COMPUT;2017
SHEN_H(2017)25:3836;750213;Shen, HY; Distributed Autonomous Virtual Resource Management in Datacenters Using Finite-Markov Decision Process;IEEE ACM T NETWORK;2017
THAKUR_A(2017)98:43;750292;Thakur, A; A taxonomic survey on load balancing in cloud;J NETW COMPUT APPL;2017
USAMA_M(2017)3:260;750431;Usama, M; Job schedulers for Big data processing in Hadoop environment: testing real-life schedulers using benchmark programs;DIGIT COMMUN NETW;2017
GILL_S(2017)29:1;750575;Gill, SS; IoT Based Agriculture as a Cloud and Big Data Service: The Beginning of Digital India;J ORGAN END USER COM;2017
HOU_W(2017)4:1696;750646;Hou, WG; Recycling Edge Devices in Sustainable Internet of Things Networks;IEEE INTERNET THINGS;2017
XU_Z(2017)19:1029;750717;Xu, Z; Building spatial temporal relation graph of concepts pair using web repository;INFORM SYST FRONT;2017
HU_Y(2017)74:119;750824;Hu, YK; Slack allocation algorithm for energy minimization in cluster systems;FUTURE GENER COMP SY;2017
VASUDEVA_M(2017)73:3977;751006;Vasudevan, M; Profile-based dynamic application assignment with a repairing genetic algorithm for greener data centers;J SUPERCOMPUT;2017
NUR_F(2017):1;751095;Nur, FN; Collaborative neighbor discovery in directional wireless sensor networks: algorithm and analysis;EURASIP J WIREL COMM;2017
ASLANPOU_M(2017)9:1;751195;Aslanpour, MS; Proactive Auto-Scaling Algorithm (PASA) for Cloud Application;INT J GRID HIGH PERF;2017
CHO_K(2017)31:234;751406;Cho, K; Economic analysis of data center cooling strategies;SUSTAIN CITIES SOC;2017
RAEI_H(2017)388:99;751488;Raei, H; Performability analysis of cloudlet in mobile cloud computing;INFORM SCIENCES;2017
ALI_W(2017)26:78;751572;Ali, W; Complementary Split Ring Resonator Based Triple Band Microstrip Antenna for WLAN/WiMAX Applications;RADIOENGINEERING;2017
LI_W(2017)5:331;751642;Li, WX; Joint Optimization of Bandwidth for Provider and Delay for User in Software Defined Data Centers;IEEE TRANS CLOUD COM;2017
NI_J(2017)9:su9040664;751748;Ni, J; Simulation of Thermal Distribution and Airflow for Efficient Energy Consumption in a Small Data Centers;SUSTAINABILITY-BASEL;2017
LI_L(2017)9:1687814016686264;751862;Li, LH; A conjunctive multiple-criteria decision-making approach for cloud service supplier selection of manufacturing enterprise;ADV MECH ENG;2017
ABUSHARK_M(2017)6:s13677-017-0075-2;751952;Abu Sharkh, M; Optimal and suboptimal resource allocation techniques in cloud computing data centers;J CLOUD COMPUT-ADV S;2017
YANG_L(2017)68:234;752176;Yang, L; Hardware-software collaboration for dark silicon heterogeneous many-core systems;FUTURE GENER COMP SY;2017
AAZAM_M(2017)28:2937;752281;Aazam, M; Cloud broker service-oriented resource management model;T EMERG TELECOMMUN T;2017
KRITIKOS_K(2017)67:206;752365;Kritikos, K; Towards a security-enhanced PaaS platform for multi-cloud applications;FUTURE GENER COMP SY;2017
WANG_X(2017)78:62;752569;Wang, XM; Delay-cost tradeoff for virtual machine migration in cloud data centers;J NETW COMPUT APPL;2017
AHMED_E(2017):;752679;Ahmed, E; Process State Synchronization for Mobility Support in Mobile Cloud Computing;IEEE ICC;2017
ATEYA_A(2017)10372:77;752742;Ateya, AA; System Model for Multi-level Cloud Based Tactile Internet System;LECT NOTES COMPUT SC;2017
TEMESGEN_D(2017)5:25421;752816;Temesgene, DA; Softwarization and Optimization for Sustainable Future Mobile Networks: A Survey;IEEE ACCESS;2017
BROGI_A(2017):105;752961;Brogi, A; How to best deploy your Fog applications, probably;*****;2017
CAO_Y(2017):;753034;Cao, Y; QoE-Based Node Selection Strategy for Edge Computing Enabled Internet-of-Vehicles (EC-IoV);*****;2017
CHEN_N(2017):109;753093;Chen, N; Enabling Smart Urban Surveillance at The Edge;*****;2017
DUOLIKUN_D(2017):1098;753346;Duolikun, D; An Eco Migration of Virtual Machines in a Server Cluster;INT CON ADV INFO NET;2017
HILBICH_D(2017)164:B3067;753441;Hilbich, D; A Low-Cost, Micropattern Transfer Process for Thick-Film Metallization of PDMS;J ELECTROCHEM SOC;2017
LI_T(2017)5:5609;753560;Li, TZ; An Overhead-Optimizing Task Scheduling Strategy for Ad-hoc Based Mobile Edge Computing;IEEE ACCESS;2017
OLIVEIRA_W(2017):42;753939;Oliveira, W; A Study on the Energy Consumption of Android App Development Approaches;IEEE WORK CONF MIN S;2017
SONG_Y(2017):32;754020;Song, YZ; An Approach to QoS-based Task Distribution in Edge Computing Networks for IoT Applications;*****;2017
YADAV_R(2017):132;754096;Yadav, R; MuMs: Energy-Aware VM Selection Scheme for Cloud Data Center;INT WORKSHOP DATABAS;2017
ZHANG_H(2017):115;754168;Zhang, HL; Computation Offloading Considering Fronthaul and Backhaul in Small-Cell Networks Integrated with MEC;IEEE CONF COMPUT;2017
NGUYEN_B(2016)19:1747;754240;Nguyen, BM; Enhancing service capability with multiple finite capacity server queues in cloud data centers;CLUSTER COMPUT;2016
KACSUK_P(2016)14:641;754324;Kacsuk, P; Infrastructure Aware Scientific Workflows and Infrastructure Aware Workflow Managers in Science Gateways;J GRID COMPUT;2016
ZHOU_Z(2016)34:3993;754413;Zhou, Z; Bilateral Electricity Trade Between Smart Grids and Green Datacenters: Pricing Models and Performance Evaluation;IEEE J SEL AREA COMM;2016
GU_Y(2016)17:647;754495;Gu, YG; A preemptive truthful VMs allocation online mechanism in private cloud;J COMPUT SCI-NETH;2016
WANG_X(2016)46:136;754593;Wang, XH; A pareto-optimal runtime power budgeting scheme for many-core systems;MICROPROCESS MICROSY;2016
SELIMI_M(2016)28:3131;754704;Selimi, M; Performance evaluation of a distributed storage service in community network clouds;CONCURR COMP-PRACT E;2016
MITTAL_S(2016)21:2858792;754802;Mittal, S; A Survey of Techniques for Cache Locking;ACM T DES AUTOMAT EL;2016
POLLACK_J(2016)34:831;754907;Pollack, J; Skills that improve profitability: The relationship between project management, IT skills, and small to medium enterprise profitability;INT J PROJ MANAG;2016
MITTAL_S(2016)48:2871167;755023;Mittal, S; A Survey of Architectural Techniques for Managing Process Variation;ACM COMPUT SURV;2016
SALEHI_M(2016)27:1497;755188;Salehi, M; Two-Phase Low-Energy N-Modular Redundancy for Hard Real-Time Multi-Core Systems;IEEE T PARALL DISTR;2016
GONZALEZ_G(2016)61:659;755281;Gonzalez, GD; Multiobjective optimization of fractional frequency reuse for irregular OFDMA macrocellular deployments;TELECOMMUN SYST;2016
FAYAZI_S(2016)17:870;755532;Fayazi, SA; Crowdsourcing Phase and Timing of Pre-Timed Traffic Signals in the Presence of Queues: Algorithms and Back-End System Architecture;IEEE T INTELL TRANSP;2016
LEE_J(2016)27:1;755611;Lee, JK; Reflections on ICT-enabled Bright Society Research;INFORM SYST RES;2016
CHOI_H(2016):6208358;755674;Choi, H; Task Classification Based Energy-Aware Consolidation in Clouds;SCI PROGRAMMING-NETH;2016
DESTEFAN_R(2016):279;755753;DeStefano, RJ; Improving Data Governance in Large Organizations through Ontology and Linked Data;*****;2016
FERRARIO_M(2016):553;755823;Ferrario, MA; Values-First SE: Research Principles in Practice;*****;2016
GAO_Y(2016):170;755925;Gao, YX; A Survey of Homogeneous and Heterogeneous System Architectures in High Performance Computing;*****;2016
GUAN_S(2016):914;756003;Guan, S; A Novel Energy Efficient Platform Based Model to Enable Mobile Cloud Applications;*****;2016
KAUSHIK_A(2016)9:42;756075;Kaushik, A; A green energy model for resource allocation in computational grid using dynamic threshold and GA;SUSTAIN COMPUT-INFOR;2016
LUNA-ROM_J(2016)9868:160;756164;Luna-Romera, JM; An Approach to Silhouette and Dunn Clustering Indices Applied to Big Data in Spark;LECT NOTES ARTIF INT;2016
MASSONET_P(2016):81;756246;Massonet, P; Enforcement of Global Security Policies in Federated Cloud Networks with Virtual Network Functions;*****;2016
MUAFI_(2016)9:179;756308;Muafi; Analyzing Fit in CSR Strategy Research in State-Owned Enterprises: Indonesia Context;J IND ENG MANAG-JIEM;2016
PACINI_E(2016)31:1731;756447;Pacini, E; A bio-inspired scheduler for minimizing makespan and flowtime of computational mechanics applications on federated clouds;J INTELL FUZZY SYST;2016
SIDERIS_K(2016):181;756625;Sideris, K; Seer: Empowering Software Defined Networking with Data Analytics;*****;2016
WANG_L(2015)27:5662;756712;Wang, LJ; Bio-inspired cost-aware optimization for data-intensive service provision;CONCURR COMP-PRACT E;2015
GOMEZ-MA_C(2015)27:5436;756830;Gomez-Martin, C; Performance and energy aware scheduling simulator for HPC: evaluating different resource selection methods;CONCURR COMP-PRACT E;2015
SHELDON_H(2015)23:1831;756926;Sheldon, HA; Groundwater cooling of a supercomputer in Perth, Western Australia: hydrogeological simulations and thermal sustainability;HYDROGEOL J;2015
WANG_X(2015)58:3;757052;Wang, XY; A green-aware virtual machine migration strategy for sustainable datacenter powered by renewable energy;SIMUL MODEL PRACT TH;2015
AL-AZZON_I(2015)27:376;757150;Al-Azzoni, I; Server consolidation for heterogeneous computer clusters using Colored Petri Nets and CPN Tools;J KING SAUD UNIV-COM;2015
KIM_Y(2015)7:1475;757304;Kim, YG; Performance Enhancement of Face Recognition in Smart TV Using Symmetrical Fuzzy-Based Quality Assessment;SYMMETRY-BASEL;2015
PRAMANIK_T(2015)14:883;757413;Pramanik, T; Proposal of a Multistate Memory Using Voltage Controlled Magnetic Anisotropy of a Cross-Shaped Ferromagnet;IEEE T NANOTECHNOL;2015
WANG_P(2015)17:827;757514;Wang, P; Satisfaction-based Web service discovery and selection scheme utilizing vague sets theory;INFORM SYST FRONT;2015
